t 1 2 J3L0100 
0           1           1      1e-010  
0.1     1.00135     1.21719    0.100135  
0.2     1.00354     1.42623    0.200489  
0.3     1.00614     1.62751    0.301103  
0.4     1.00871     1.82132    0.401974  
0.5     1.01088     2.00791    0.503062  
0.6      1.0123     2.18742    0.604291  
0.7     1.01265     2.35996    0.705557  
0.8     1.01166     2.52558    0.806723  
0.9     1.00907      2.6843    0.907629  
1     1.00465     2.83608     1.00809  
1.1    0.998208     2.98087     1.10792  
1.2    0.989574     3.11858     1.20687  
1.3    0.978601     3.24911     1.30473  
1.4    0.965169     3.37233     1.40125  
1.5    0.949181     3.48813     1.49617  
1.6    0.930563     3.59635     1.58922  
1.7    0.909264     3.69686     1.68015  
1.8    0.885253     3.78952     1.76868  
1.9     0.85852      3.8742     1.85453  
2    0.829075     3.95075     1.93744  
2.1    0.796947     4.01906     2.01713  
2.2    0.762183     4.07903     2.09335  
2.3    0.724848     4.13056     2.16583  
2.4    0.685023     4.17358     2.23434  
2.5    0.642804     4.20802     2.29862  
2.6    0.598304     4.23386     2.35845  
2.7     0.55165     4.25107     2.41361  
2.8     0.50298     4.25967     2.46391  
2.9    0.452446     4.25969     2.50915  
3    0.400212     4.25119     2.54917  
3.1    0.346451     4.23425     2.58382  
3.2    0.291347     4.20899     2.61295  
3.3    0.235092     4.17554     2.63646  
3.4    0.177887     4.13406     2.65425  
3.5    0.119937     4.08476     2.66625  
3.6    0.061455     4.02784     2.67239  
3.7  0.00265794     3.96356     2.67266  
3.8  -0.0562334      3.8922     2.66703  
3.9   -0.114996     3.81403     2.65553  
4   -0.173404     3.72941     2.63819  
4.1   -0.231233     3.63866     2.61507  
4.2   -0.288256     3.54216     2.58625  
4.3   -0.344251      3.4403     2.55182  
4.4   -0.398996     3.33351     2.51192  
4.5   -0.452272      3.2222     2.46669  
4.6   -0.503866     3.10683     2.41631  
4.7   -0.553569     2.98788     2.36095  
4.8   -0.601179     2.86581     2.30083  
4.9   -0.646501     2.74113     2.23618  
5   -0.689347     2.61434     2.16725  
5.1    -0.72954     2.48596     2.09429  
5.2    -0.76691     2.35651      2.0176  
5.3   -0.801299     2.22651     1.93747  
5.4   -0.832559     2.09651     1.85422  
5.5   -0.860555     1.96703     1.76816  
5.6   -0.885163      1.8386     1.67964  
5.7   -0.906274     1.71176     1.58902  
5.8   -0.923789     1.58703     1.49664  
5.9   -0.937627     1.46492     1.40288  
6   -0.947718     1.34595      1.3081  
6.1   -0.954008     1.23061      1.2127  
6.2   -0.956459     1.11938     1.11706  
6.3   -0.955046     1.01275     1.02155  
6.4   -0.950217    0.901952    0.926531  
6.5   -0.942474    0.785975    0.832283  
6.6   -0.932313    0.664943    0.739052  
6.7    -0.92022    0.538901     0.64703  
6.8   -0.906673    0.407816    0.556363  
6.9    -0.89214    0.271564    0.467149  
7   -0.877083    0.129933     0.37944  
7.1   -0.861957  -0.0173831    0.293245  
7.2   -0.847208    -0.17079    0.208524  
7.3   -0.833281   -0.330798    0.125196  
7.4   -0.820616   -0.498024   0.0431341  
7.5   -0.809652   -0.673204   -0.037831  
7.6   -0.800827   -0.857194   -0.117914  
7.7   -0.794348     -1.0462   -0.197348  
7.8   -0.789733    -1.22706   -0.276322  
7.9   -0.786539    -1.40031   -0.354976  
8   -0.784359    -1.56643   -0.433412  
8.1    -0.78282    -1.72579   -0.511693  
8.2   -0.781578     -1.8787   -0.589851  
8.3   -0.780322    -2.02543   -0.667883  
8.4   -0.778766    -2.16616    -0.74576  
8.5   -0.776654    -2.30103   -0.823426  
8.6   -0.773753    -2.43015   -0.900801  
8.7   -0.769855    -2.55358   -0.977786  
8.8   -0.764775    -2.67135    -1.05426  
8.9   -0.758349    -2.78346     -1.1301  
9   -0.750438    -2.88989    -1.20514  
9.1   -0.740918     -2.9906    -1.27923  
9.2    -0.72969    -3.08553     -1.3522  
9.3   -0.716669    -3.17462    -1.42387  
9.4    -0.70179     -3.2578    -1.49405  
9.5   -0.685008    -3.33498    -1.56255  
9.6    -0.66629    -3.40609    -1.62918  
9.7   -0.645623    -3.47105    -1.69374  
9.8   -0.623006    -3.52977    -1.75604  
9.9   -0.598455    -3.58218    -1.81589  
10   -0.572001    -3.62823    -1.87309  
10.1   -0.543685    -3.66786    -1.92746  
10.2   -0.513565    -3.70102    -1.97881  
10.3   -0.481707    -3.72768    -2.02698  
10.4   -0.448193    -3.74784     -2.0718  
10.5   -0.413111    -3.76148    -2.11311  
10.6   -0.376564    -3.76863    -2.15077  
10.7   -0.338661    -3.76931    -2.18464  
10.8   -0.299521    -3.76358    -2.21459  
10.9   -0.259272    -3.75151    -2.24052  
11   -0.218047    -3.73319    -2.26232  
11.1   -0.175989    -3.70873    -2.27992  
11.2   -0.133244    -3.67824    -2.29324  
11.3  -0.0899635     -3.6419    -2.30224  
11.4  -0.0463051    -3.59985    -2.30687  
11.5  -0.00242859    -3.55229    -2.30711  
11.6    0.041503    -3.49943    -2.30296  
11.7   0.0853245    -3.44148    -2.29443  
11.8     0.12887    -3.37871    -2.28154  
11.9    0.171971    -3.31136    -2.26435  
12    0.214463    -3.23971     -2.2429  
12.1    0.256178    -3.16406    -2.21728  
12.2    0.296954    -3.08473    -2.18759  
12.3    0.336627    -3.00203    -2.15392  
12.4    0.375041     -2.9163    -2.11642  
12.5     0.41204    -2.82789    -2.07522  
12.6    0.447475    -2.73716    -2.03047  
12.7      0.4812    -2.64448    -1.98235  
12.8    0.513078    -2.55023    -1.93104  
12.9    0.542975    -2.45479    -1.87674  
13    0.570766    -2.35856    -1.81967  
13.1    0.596335    -2.26192    -1.76003  
13.2    0.619572    -2.16528    -1.69808  
13.3    0.640376    -2.06902    -1.63404  
13.4    0.658656    -1.97355    -1.56817  
13.5     0.67433    -1.87926    -1.50074  
13.6    0.687327    -1.78655    -1.43201  
13.7    0.697585    -1.69579    -1.36225  
13.8    0.705053    -1.60736    -1.29174  
13.9    0.709691    -1.52165    -1.22077  
14    0.711472    -1.43899    -1.14963  
14.1    0.710377    -1.35975    -1.07859  
14.2      0.7064    -1.28426    -1.00795  
14.3    0.699547    -1.21285   -0.937995  
14.4    0.689835    -1.14582   -0.869011  
14.5    0.677292    -1.08345   -0.801282  
14.6    0.661959    -1.02603   -0.735086  
14.7    0.644021   -0.971099   -0.670684  
14.8    0.623782   -0.916545   -0.608306  
14.9    0.601529   -0.862756   -0.548153  
15    0.577536   -0.810089   -0.490399  
15.1    0.552059   -0.758878   -0.435193  
15.2    0.525337   -0.709435    -0.38266  
15.3    0.497593   -0.662046     -0.3329  
15.4    0.469034   -0.616982   -0.285997  
15.5    0.439849   -0.574492   -0.242012  
15.6     0.41021    -0.53481   -0.200991  
15.7    0.380273   -0.498158   -0.162963  
15.8    0.350177   -0.464743   -0.127946  
15.9    0.320045   -0.434765  -0.0959413  
16    0.289981   -0.408415  -0.0669431  
16.1    0.260077   -0.385879  -0.0409354  
16.2    0.230406   -0.367341  -0.0178948  
16.3    0.201027   -0.352988   0.0022079  
16.4    0.171982   -0.343007   0.0194061  
16.5    0.143298   -0.337592   0.0337359  
16.6    0.114988   -0.336948   0.0452347  
16.7   0.0870502    -0.34129   0.0539397  
16.8   0.0594659   -0.350851   0.0598863  
16.9   0.0322033   -0.365883   0.0631066  
17  0.00521544   -0.386661   0.0636282  
17.1  -0.0215596   -0.413488   0.0614722  
17.2  -0.0481985   -0.446698   0.0566524  
17.3  -0.0747932   -0.486663   0.0491731  
17.4   -0.101451   -0.533794    0.039028  
17.5   -0.128295   -0.588551   0.0261985  
17.6   -0.155464   -0.651444   0.0106521  
17.7   -0.183115   -0.723043  -0.00765948  
17.8   -0.211423   -0.803984  -0.0288018  
17.9   -0.240579   -0.894972  -0.0528596  
18   -0.270795   -0.996795  -0.0799391  
18.1   -0.301793    -1.09999   -0.110118  
18.2    -0.33329    -1.20428   -0.143447  
18.3   -0.365013    -1.30966   -0.179949  
18.4   -0.396703    -1.41608   -0.219619  
18.5    -0.42811    -1.52346    -0.26243  
18.6   -0.458997    -1.63168    -0.30833  
18.7   -0.489138    -1.74058   -0.357244  
18.8   -0.518317    -1.84997   -0.409075  
18.9   -0.546332    -1.95965   -0.463708  
19   -0.572988    -2.06938   -0.521007  
19.1   -0.598107    -2.17892   -0.580818  
19.2   -0.621519    -2.28799    -0.64297  
19.3   -0.643067     -2.3963   -0.707277  
19.4   -0.662605    -2.50356   -0.773537  
19.5   -0.680002    -2.60945   -0.841537  
19.6   -0.695135    -2.71367   -0.911051  
19.7   -0.707898    -2.81589   -0.981841  
19.8   -0.718195    -2.91579    -1.05366  
19.9   -0.725944    -3.01304    -1.12625  
20   -0.731073    -3.10733    -1.19936  
20.1   -0.733528    -3.19832    -1.27271  
20.2   -0.733262     -3.2857    -1.34604  
20.3   -0.730247    -3.36917    -1.41907  
20.4   -0.724462    -3.44843    -1.49151  
20.5   -0.715904    -3.52319     -1.5631  
20.6   -0.704579    -3.59318    -1.63356  
20.7   -0.690509    -3.65813    -1.70261  
20.8   -0.673725     -3.7178    -1.76998  
20.9   -0.654272    -3.77196    -1.83541  
21   -0.632209     -3.8204    -1.89863  
21.1   -0.607602    -3.86293    -1.95939  
21.2   -0.580534    -3.89938    -2.01745  
21.3   -0.551094     -3.9296    -2.07255  
21.4   -0.519386    -3.95346    -2.12449  
21.5    -0.48552    -3.97086    -2.17305  
21.6    -0.44962    -3.98173    -2.21801  
21.7   -0.411816      -3.986    -2.25919  
21.8   -0.372249    -3.98366    -2.29641  
21.9   -0.331066    -3.97468    -2.32952  
22   -0.288424     -3.9591    -2.35836  
22.1   -0.244484    -3.93697    -2.38281  
22.2   -0.199415    -3.90834    -2.40275  
22.3   -0.153392    -3.87333    -2.41809  
22.4   -0.106594    -3.83206    -2.42875  
22.5  -0.0592044    -3.78467    -2.43467  
22.6  -0.0114091    -3.73134    -2.43581  
22.7   0.0366024    -3.67227    -2.43215  
22.8   0.0846392    -3.60767    -2.42369  
22.9    0.132509    -3.53779    -2.41044  
23     0.18002     -3.4629    -2.39244  
23.1     0.22698    -3.38328    -2.36974  
23.2    0.273199    -3.29924    -2.34242  
23.3    0.318488    -3.21109    -2.31057  
23.4    0.362663     -3.1192     -2.2743  
23.5     0.40554     -3.0239    -2.23375  
23.6    0.446944    -2.92559    -2.18905  
23.7    0.486702    -2.82464    -2.14038  
23.8    0.524647    -2.72144    -2.08792  
23.9    0.560619    -2.61643    -2.03186  
24    0.594468       -2.51    -1.97241  
24.1    0.626047    -2.40258    -1.90981  
24.2    0.655221    -2.29462    -1.84428  
24.3    0.681862    -2.18653     -1.7761  
24.4    0.705855    -2.07876    -1.70551  
24.5    0.727091    -1.97175     -1.6328  
24.6    0.745475    -1.86592    -1.55826  
24.7     0.76092    -1.76172    -1.48216  
24.8    0.773354    -1.65958    -1.40483  
24.9    0.782714     -1.5599    -1.32656  
25    0.788951    -1.46311    -1.24766  
25.1    0.792026    -1.36961    -1.16846  
25.2    0.791916    -1.27978    -1.08927  
25.3    0.788608    -1.19402    -1.01041  
25.4    0.782103    -1.11267   -0.932196  
25.5    0.772415    -1.03608   -0.854955  
25.6     0.75975   -0.960932    -0.77898  
25.7     0.74449   -0.884064   -0.704531  
25.8       0.727    -0.80578   -0.631831  
25.9    0.707635   -0.726333   -0.561067  
26    0.686734   -0.645929   -0.492394  
26.1    0.664625    -0.56473   -0.425931  
26.2    0.641619   -0.482849   -0.361769  
26.3    0.618017   -0.400353   -0.299968  
26.4    0.594106   -0.317262   -0.240557  
26.5     0.57016   -0.233545   -0.183541  
26.6    0.546441   -0.149126   -0.128897  
26.7      0.5232  -0.0638762  -0.0765768  
26.8    0.500677   0.0223824  -0.0265091  
26.9    0.479104    0.109881   0.0214013  
27    0.458704    0.198903   0.0672717  
27.1     0.43969    0.289789    0.111241  
27.2    0.422273    0.382937    0.153468  
27.3    0.406657    0.478805    0.194134  
27.4    0.393043    0.577915    0.233438  
27.5    0.381632    0.680854    0.271601  
27.6    0.372622    0.788283    0.308863  
27.7    0.366217    0.900936    0.345485  
27.8     0.36253     1.01779    0.381738  
27.9      0.3612     1.12985    0.417858  
28    0.361887     1.23763    0.454047  
28.1    0.364277     1.34159    0.490474  
28.2    0.368076     1.44209    0.527282  
28.3     0.37301     1.53947    0.564583  
28.4    0.378825     1.63398    0.602465  
28.5    0.385281     1.72584    0.640994  
28.6    0.392159     1.81523    0.680209  
28.7    0.399252     1.90228    0.720135  
28.8     0.40637     1.98708    0.760772  
28.9    0.413336      2.0697    0.802105  
29    0.419988     2.15016    0.844104  
29.1    0.426174     2.22849    0.886722  
29.2    0.431758     2.30466    0.929897  
29.3    0.436614     2.37864    0.973559  
29.4    0.440628     2.45038     1.01762  
29.5    0.443698     2.51981     1.06199  
29.6    0.445732     2.58685     1.10656  
29.7    0.446649     2.65142     1.15123  
29.8     0.44638     2.71342     1.19587  
29.9    0.444864     2.77274     1.24035  
30    0.442052     2.82928     1.28456  
30.1    0.437903     2.88293     1.32835  
30.2    0.432386     2.93358     1.37159  
30.3    0.425479     2.98112     1.41414  
30.4    0.417171     3.02544     1.45585  
30.5    0.407458     3.06645      1.4966  
30.6    0.396345     3.10403     1.53623  
30.7    0.383844     3.13811     1.57462  
30.8    0.369977     3.16858     1.61162  
30.9    0.354774     3.19539     1.64709  
31    0.338271     3.21845     1.68092  
31.1    0.320511     3.23771     1.71297  
31.2    0.301545     3.25313     1.74313  
31.3     0.28143     3.26466     1.77127  
31.4     0.26023     3.27228     1.79729  
31.5    0.238013     3.27598     1.82109  
31.6    0.214855     3.27575     1.84258  
31.7    0.190835     3.27162     1.86166  
31.8    0.166038      3.2636     1.87827  
31.9    0.140553     3.25174     1.89232  
32    0.114472     3.23609     1.90377  
32.1   0.0878906     3.21671     1.91256  
32.2   0.0609091     3.19369     1.91865  
32.3   0.0336289     3.16713     1.92201  
32.4  0.00615379     3.13712     1.92263  
32.5  -0.0214107     3.10379     1.92049  
32.6  -0.0489579     3.06727     1.91559  
32.7  -0.0763803      3.0277     1.90795  
32.8    -0.10357     2.98525     1.89759  
32.9    -0.13042     2.94008     1.88455  
33   -0.156823     2.89238     1.86887  
33.1   -0.182673     2.84232      1.8506  
33.2   -0.207866     2.79012     1.82982  
33.3     -0.2323     2.73597     1.80659  
33.4   -0.255875     2.68009       1.781  
33.5   -0.278495     2.62272     1.75315  
33.6   -0.300065     2.56407     1.72314  
33.7   -0.320497     2.50438     1.69109  
33.8   -0.339704      2.4439     1.65712  
33.9   -0.357605     2.38287     1.62136  
34   -0.374123     2.32153     1.58395  
34.1   -0.389188     2.26013     1.54503  
34.2   -0.402735     2.19893     1.50476  
34.3   -0.414702     2.13817     1.46329  
34.4   -0.425036     2.07811     1.42078  
34.5   -0.433689     2.01898     1.37742  
34.6   -0.440621     1.96104     1.33335  
34.7   -0.445797     1.90452     1.28877  
34.8    -0.44919     1.84967     1.24385  
34.9    -0.45078      1.7967     1.19878  
35   -0.450552     1.74584     1.15372  
35.1   -0.448502     1.69731     1.10887  
35.2    -0.44463     1.65131     1.06441  
35.3   -0.438946     1.60803     1.02051  
35.4   -0.431464     1.56768    0.977367  
35.5    -0.42221     1.53041    0.935146  
35.6   -0.411212     1.49639    0.894025  
35.7   -0.398508     1.46578    0.854174  
35.8   -0.384144     1.43871    0.815759  
35.9   -0.368171     1.41531    0.778942  
36   -0.350647     1.39568    0.743878  
36.1   -0.331636     1.37992    0.710714  
36.2    -0.31121     1.36812    0.679593  
36.3   -0.289445     1.36032    0.650649  
36.4   -0.266424     1.35658    0.624006  
36.5   -0.242235     1.35694    0.599783  
36.6   -0.216972      1.3614    0.578085  
36.7    -0.19073     1.36997    0.559012  
36.8   -0.163614     1.38263    0.542651  
36.9   -0.135729     1.39934    0.529078  
37   -0.107184     1.42006     0.51836  
37.1  -0.0780917      1.4447    0.510551  
37.2  -0.0485678      1.4732    0.505694  
37.3  -0.0187297     1.50546    0.503821  
37.4   0.0113036     1.54134    0.504951  
37.5   0.0414116     1.58074    0.509092  
37.6   0.0714729     1.62349     0.51624  
37.7    0.101366     1.66945    0.526376  
37.8     0.13097     1.71844    0.539473  
37.9    0.160164     1.77028     0.55549  
38    0.188828     1.82475    0.574372  
38.1    0.216845     1.88167    0.596057  
38.2    0.244099     1.94081    0.620467  
38.3    0.270476     2.00193    0.647514  
