t 1 2 3 4 J5L0203 J6E0400 J7V0200 
0.00127     7.93711     9.92115     7.93719     1.98396    0.793711           0   -0.793711  
0.00128     8.10854     9.82287     8.10862     1.71425    0.810854           0   -0.810854  
0.00129     8.25192     9.68583       8.252     1.43383    0.825192           0   -0.825192  
0.0013     8.36634     9.51057     8.36642     1.14415    0.836634           0   -0.836634  
0.00131       8.451     9.29776     8.45109    0.846678      0.8451           0     -0.8451  
0.00132     8.50529     9.04827     8.50538    0.542893    0.850529           0   -0.850529  
0.00133     8.52872     8.76307      8.5288    0.234263    0.852872           0   -0.852872  
0.00134     8.52094     8.44328     8.52103  -0.0777494    0.852094           0   -0.852094  
0.00135     8.48177     8.09017     8.48186   -0.391689    0.848177           0   -0.848177  
0.00136     8.41116     7.70513     8.41125   -0.706115    0.841116           0   -0.841116  
0.00137      8.3092     7.28969     8.30929     -1.0196     0.83092           0    -0.83092  
0.00138     8.17613     6.84547     8.17621    -1.33074    0.817613           0   -0.817613  
0.00139     8.01231     6.37424     8.01239    -1.63815    0.801231           0   -0.801231  
0.0014     7.81826     5.87785     7.81834    -1.94049    0.781826           0   -0.781826  
0.00141     7.59462     5.35827      7.5947    -2.23643    0.759462           0   -0.759462  
0.00142     7.34215     4.81754     7.34223    -2.52469    0.734215           0   -0.734215  
0.00143     7.06175     4.25779     7.06182    -2.80403    0.706175           0   -0.706175  
0.00144     6.75443     3.68125     6.75449    -3.07325    0.675443           0   -0.675443  
0.00145     6.42131     3.09017     6.42137     -3.3312    0.642131           0   -0.642131  
0.00146     6.06363      2.4869     6.06369    -3.57679    0.606363           0   -0.606363  
0.00147     5.68273     1.87381     5.68279    -3.80897    0.568273           0   -0.568273  
0.00148     5.28005     1.25333      5.2801    -4.02677    0.528005           0   -0.528005  
0.00149     4.85713    0.627905     4.85717    -4.22927    0.485713           0   -0.485713  
0.0015     4.41556  1.07694e-007     4.41561    -4.41561    0.441556           0   -0.441556  
0.00151     3.95706   -0.627905      3.9571    -4.58501    0.395706           0   -0.395706  
0.00152     3.48339    -1.25333     3.48342    -4.73676    0.348339           0   -0.348339  
0.00153     2.99637    -1.87381      2.9964    -4.87021    0.299637           0   -0.299637  
0.00154     2.49789     -2.4869     2.49791    -4.98481    0.249789           0   -0.249789  
